[5/25/2022 10:43:56 AM | 633 ms] : ( d1_43.37403_False_0 )
[5/25/2022 10:43:59 AM | 473 ms] : ( d6_437.8705_False_0 )
[5/25/2022 10:43:59 AM | 607 ms] : ( d1_19.08232_False_0 )
[5/25/2022 10:43:59 AM | 623 ms] : ( d2_92.6332_False_0 )
[5/25/2022 10:43:59 AM | 653 ms] : ( d3_170.2823_False_0 )
[5/25/2022 10:43:59 AM | 668 ms] : ( d4_383.5154_False_0 )
[5/25/2022 10:43:59 AM | 677 ms] : ( d5_96.12582_False_0 )
[5/25/2022 10:43:59 AM | 692 ms] : ( d6_4549.309_False_0 )
[5/25/2022 10:43:59 AM | 825 ms] : ( d1_41.69523_False_0 )
[5/25/2022 10:43:59 AM | 841 ms] : ( d2_27.85902_False_0 )
[5/25/2022 10:43:59 AM | 856 ms] : ( d3_185.984_False_0 )
[5/25/2022 10:43:59 AM | 872 ms] : ( d4_462.8086_False_0 )
[5/25/2022 10:43:59 AM | 880 ms] : ( d5_670.8899_False_0 )
[5/25/2022 10:43:59 AM | 895 ms] : ( d6_5072.696_False_0 )
[5/25/2022 10:44:00 AM |  28 ms] : ( d1_44.57386_False_0 )
[5/25/2022 10:44:00 AM |  42 ms] : ( d2_33.61628_False_0 )
[5/25/2022 10:44:00 AM |  57 ms] : ( d3_-98.31441_False_0 )
[5/25/2022 10:44:00 AM |  76 ms] : ( d4_542.1019_False_0 )
[5/25/2022 10:44:00 AM |  97 ms] : ( d5_559.6084_False_0 )
[5/25/2022 10:44:00 AM | 113 ms] : ( d6_9184.135_False_0 )
[5/25/2022 10:44:00 AM | 245 ms] : ( d1_12.18677_False_0 )
[5/25/2022 10:44:00 AM | 260 ms] : ( d2_78.8421_False_0 )
[5/25/2022 10:44:00 AM | 276 ms] : ( d3_25.02874_False_0 )
[5/25/2022 10:44:00 AM | 292 ms] : ( d4_1164.985_False_0 )
[5/25/2022 10:44:00 AM | 300 ms] : ( d5_611.9472_False_0 )
[5/25/2022 10:44:00 AM | 315 ms] : ( d6_9707.522_False_0 )
[5/25/2022 10:44:00 AM | 449 ms] : ( d1_15.06541_False_0 )
[5/25/2022 10:44:00 AM | 464 ms] : ( d2_84.59937_False_0 )
[5/25/2022 10:44:00 AM | 481 ms] : ( d3_40.73037_False_0 )
[5/25/2022 10:44:00 AM | 498 ms] : ( d4_1244.278_False_0 )
[5/25/2022 10:44:00 AM | 504 ms] : ( d5_186.7113_False_0 )
[5/25/2022 10:44:00 AM | 519 ms] : ( d6_230.91_False_0 )
[5/25/2022 10:44:00 AM | 651 ms] : ( d1_17.94404_False_0 )
[5/25/2022 10:44:00 AM | 665 ms] : ( d2_90.35664_False_0 )
[5/25/2022 10:44:00 AM | 681 ms] : ( d3_56.43201_False_0 )
[5/25/2022 10:44:00 AM | 698 ms] : ( d4_1323.571_False_0 )
[5/25/2022 10:44:00 AM | 704 ms] : ( d5_239.0501_False_0 )
[5/25/2022 10:44:00 AM | 720 ms] : ( d6_754.2979_False_0 )
[5/25/2022 10:44:00 AM | 854 ms] : ( d1_20.82267_False_0 )
[5/25/2022 10:44:00 AM | 868 ms] : ( d2_96.1139_False_0 )
[5/25/2022 10:44:00 AM | 884 ms] : ( d3_-71.13876_False_0 )
[5/25/2022 10:44:00 AM | 899 ms] : ( d4_1402.865_False_0 )
[5/25/2022 10:44:00 AM | 907 ms] : ( d5_291.3888_False_0 )
[5/25/2022 10:44:00 AM | 923 ms] : ( d6_1277.686_False_0 )
[5/25/2022 10:44:01 AM |  55 ms] : ( d1_23.70131_False_0 )
[5/25/2022 10:44:01 AM |  71 ms] : ( d2_101.8712_False_0 )
[5/25/2022 10:44:01 AM |  87 ms] : ( d3_-55.43713_False_0 )
[5/25/2022 10:44:01 AM | 103 ms] : ( d4_1482.158_False_0 )
[5/25/2022 10:44:01 AM | 112 ms] : ( d5_343.7276_False_0 )
[5/25/2022 10:44:01 AM | 128 ms] : ( d6_7025.327_False_0 )
[5/25/2022 10:44:01 AM | 262 ms] : ( d1_0.3133314_False_0 )
[5/25/2022 10:44:01 AM | 276 ms] : ( d2_107.6284_False_0 )
[5/25/2022 10:44:01 AM | 292 ms] : ( d3_-39.7355_False_0 )
[5/25/2022 10:44:01 AM | 308 ms] : ( d4_46.451_False_0 )
[5/25/2022 10:44:01 AM | 316 ms] : ( d5_396.0664_False_0 )
[5/25/2022 10:44:01 AM | 332 ms] : ( d6_7548.714_False_0 )
[5/25/2022 10:44:01 AM | 462 ms] : ( d1_3.191964_False_0 )
[5/25/2022 10:44:01 AM | 476 ms] : ( d2_113.3857_False_0 )
[5/25/2022 10:44:01 AM | 492 ms] : ( d3_-24.03386_False_0 )
[5/25/2022 10:44:01 AM | 508 ms] : ( d4_917.2186_False_0 )
[5/25/2022 10:44:01 AM | 516 ms] : ( d5_448.4052_False_0 )
[5/25/2022 10:44:01 AM | 532 ms] : ( d6_8072.102_False_0 )
[5/25/2022 10:44:01 AM | 667 ms] : ( d1_6.070597_False_0 )
[5/25/2022 10:44:01 AM | 682 ms] : ( d2_119.143_False_0 )
[5/25/2022 10:44:01 AM | 699 ms] : ( d3_-8.332226_False_0 )
[5/25/2022 10:44:01 AM | 711 ms] : ( d4_996.5119_False_0 )
[5/25/2022 10:44:01 AM | 720 ms] : ( d5_500.744_False_0 )
[5/25/2022 10:44:01 AM | 736 ms] : ( d6_8595.49_False_0 )
[5/25/2022 10:44:01 AM | 871 ms] : ( d1_8.94923_False_0 )
[5/25/2022 10:44:01 AM | 886 ms] : ( d2_72.36701_False_0 )
[5/25/2022 10:44:01 AM | 903 ms] : ( d3_7.369408_False_0 )
[5/25/2022 10:44:01 AM | 921 ms] : ( d4_1075.805_False_0 )
[5/25/2022 10:44:01 AM | 942 ms] : ( d5_911.8878_False_0 )
[5/25/2022 10:44:01 AM | 957 ms] : ( d6_2706.928_False_0 )
[5/25/2022 10:44:02 AM |  89 ms] : ( d1_31.56214_False_0 )
[5/25/2022 10:44:02 AM | 105 ms] : ( d2_60.12605_False_0 )
[5/25/2022 10:44:02 AM | 120 ms] : ( d3_130.7126_False_0 )
[5/25/2022 10:44:02 AM | 136 ms] : ( d4_183.688_False_0 )
[5/25/2022 10:44:02 AM | 145 ms] : ( d5_964.2266_False_0 )
[5/25/2022 10:44:02 AM | 161 ms] : ( d6_3230.316_False_0 )
[5/25/2022 10:44:02 AM | 293 ms] : ( d1_34.44077_False_0 )
[5/25/2022 10:44:02 AM | 309 ms] : ( d2_65.88332_False_0 )
[5/25/2022 10:44:02 AM | 324 ms] : ( d3_146.4142_False_0 )
[5/25/2022 10:44:02 AM | 340 ms] : ( d4_262.9812_False_0 )
[5/25/2022 10:44:02 AM | 349 ms] : ( d5_16.56534_False_0 )
[5/25/2022 10:44:02 AM | 365 ms] : ( d6_3753.704_False_0 )
[5/25/2022 10:44:02 AM | 499 ms] : ( d1_37.3194_False_0 )
[5/25/2022 10:44:02 AM | 529 ms] : ( d2_111.1091_False_0 )
[5/25/2022 10:44:02 AM | 545 ms] : ( d3_-30.24268_False_0 )
[5/25/2022 10:44:02 AM | 576 ms] : ( d4_637.9794_False_0 )
[5/25/2022 10:44:02 AM | 585 ms] : ( d5_786.5142_False_0 )
[5/25/2022 10:44:02 AM | 600 ms] : ( d6_6228.938_False_0 )
[5/25/2022 10:44:02 AM | 733 ms] : ( d1_50.9332_False_0 )
[5/25/2022 10:44:02 AM | 764 ms] : ( d2_85.8035_False_0 )
[5/25/2022 10:44:02 AM | 796 ms] : ( d3_151.6559_False_0 )
[5/25/2022 10:44:02 AM | 827 ms] : ( d4_41.56711_False_0 )
[5/25/2022 10:44:02 AM | 852 ms] : ( d5_229.2224_False_0 )
[5/25/2022 10:44:02 AM | 868 ms] : ( d6_5880.275_False_0 )
[5/25/2022 10:44:03 AM |   2 ms] : ( d1_49.01554_False_0 )
[5/25/2022 10:44:03 AM |  30 ms] : ( d2_24.50141_False_0 )
[5/25/2022 10:44:03 AM |  61 ms] : ( d3_-15.53163_False_0 )
[5/25/2022 10:44:03 AM |  93 ms] : ( d4_1503.745_False_0 )
[5/25/2022 10:44:03 AM | 116 ms] : ( d5_194.356_False_0 )
[5/25/2022 10:44:03 AM | 131 ms] : ( d6_5531.61_False_0 )
[5/25/2022 10:44:03 AM | 264 ms] : ( d1_47.09789_False_0 )
[5/25/2022 10:44:03 AM | 295 ms] : ( d2_20.66611_False_0 )
[5/25/2022 10:44:03 AM | 326 ms] : ( d3_-25.99156_False_0 )
[5/25/2022 10:44:03 AM | 341 ms] : ( d4_907.3322_False_0 )
[5/25/2022 10:44:03 AM | 350 ms] : ( d5_441.8795_False_0 )
[5/25/2022 10:44:03 AM | 366 ms] : ( d6_8006.846_False_0 )
[5/25/2022 10:44:03 AM | 524 ms] : ( d1_16.44685_True_10 )
[5/25/2022 10:44:03 AM | 544 ms] : ( d2_87.36224_True_20 )
[5/25/2022 10:44:03 AM | 560 ms] : ( d3_48.2655_True_30 )
[5/25/2022 10:44:03 AM | 576 ms] : ( d4_1282.33_True_40 )
[5/25/2022 10:44:03 AM | 595 ms] : ( d5_48.20808_False_50 )
[5/25/2022 10:44:03 AM | 616 ms] : ( d6_4070.131_False_50 )
[5/25/2022 10:44:03 AM | 750 ms] : ( d1_39.05975_False_50 )
[5/25/2022 10:44:03 AM | 779 ms] : ( d2_114.5898_False_50 )
[5/25/2022 10:44:03 AM | 810 ms] : ( d3_-69.83595_False_50 )
[5/25/2022 10:44:03 AM | 826 ms] : ( d4_685.9182_False_50 )
[5/25/2022 10:44:03 AM | 834 ms] : ( d5_818.1569_False_50 )
[5/25/2022 10:44:03 AM | 850 ms] : ( d6_6545.366_False_50 )
[5/25/2022 10:44:03 AM | 982 ms] : ( d1_52.67355_False_50 )
[5/25/2022 10:44:03 AM | 997 ms] : ( d2_49.81565_False_50 )
[5/25/2022 10:44:04 AM |  13 ms] : ( d3_102.5933_False_50 )
[5/25/2022 10:44:04 AM |  28 ms] : ( d4_765.2114_False_50 )
[5/25/2022 10:44:04 AM |  36 ms] : ( d5_870.4957_False_50 )
[5/25/2022 10:44:04 AM |  52 ms] : ( d6_7068.754_False_50 )
[5/25/2022 10:44:04 AM | 185 ms] : ( d1_0.5521824_False_50 )
[5/25/2022 10:44:04 AM | 201 ms] : ( d2_55.57292_False_50 )
[5/25/2022 10:44:04 AM | 216 ms] : ( d3_118.2949_False_50 )
[5/25/2022 10:44:04 AM | 231 ms] : ( d4_844.5046_False_50 )
[5/25/2022 10:44:04 AM | 240 ms] : ( d5_922.8345_False_50 )
[5/25/2022 10:44:04 AM | 256 ms] : ( d6_2816.395_False_50 )
[5/25/2022 10:44:04 AM | 388 ms] : ( d1_32.16421_False_50 )
[5/25/2022 10:44:04 AM | 403 ms] : ( d2_61.33018_False_50 )
[5/25/2022 10:44:04 AM | 419 ms] : ( d3_133.9966_False_50 )
[5/25/2022 10:44:04 AM | 435 ms] : ( d4_923.7979_False_50 )
[5/25/2022 10:44:04 AM | 443 ms] : ( d5_975.1732_False_50 )
[5/25/2022 10:44:04 AM | 459 ms] : ( d6_3339.783_False_50 )
[5/25/2022 10:44:04 AM | 591 ms] : ( d1_35.04284_False_50 )
[5/25/2022 10:44:04 AM | 607 ms] : ( d2_67.08745_False_50 )
[5/25/2022 10:44:04 AM | 623 ms] : ( d3_149.6982_False_50 )
[5/25/2022 10:44:04 AM | 637 ms] : ( d4_279.5655_False_50 )
[5/25/2022 10:44:04 AM | 646 ms] : ( d5_27.51203_False_50 )
[5/25/2022 10:44:04 AM | 661 ms] : ( d6_3863.171_False_50 )
[5/25/2022 10:44:04 AM | 793 ms] : ( d1_37.92147_False_50 )
[5/25/2022 10:44:04 AM | 808 ms] : ( d2_72.84471_False_50 )
[5/25/2022 10:44:04 AM | 824 ms] : ( d3_165.3998_False_50 )
[5/25/2022 10:44:04 AM | 840 ms] : ( d4_358.8587_False_50 )
[5/25/2022 10:44:04 AM | 848 ms] : ( d5_79.85081_False_50 )
[5/25/2022 10:44:04 AM | 864 ms] : ( d6_4386.559_False_50 )
[5/25/2022 10:44:04 AM | 995 ms] : ( d1_40.80011_False_50 )
[5/25/2022 10:44:05 AM |  10 ms] : ( d2_26.06877_False_50 )
[5/25/2022 10:44:05 AM |  26 ms] : ( d3_181.1015_False_50 )
[5/25/2022 10:44:05 AM |  41 ms] : ( d4_438.152_False_50 )
[5/25/2022 10:44:05 AM |  50 ms] : ( d5_132.1896_False_50 )
[5/25/2022 10:44:05 AM |  66 ms] : ( d6_4909.946_False_50 )
[5/25/2022 10:44:05 AM | 198 ms] : ( d1_43.67874_False_50 )
[5/25/2022 10:44:05 AM | 212 ms] : ( d2_31.82603_False_50 )
[5/25/2022 10:44:05 AM | 228 ms] : ( d3_196.8031_False_50 )
[5/25/2022 10:44:05 AM | 244 ms] : ( d4_517.4453_False_50 )
[5/25/2022 10:44:05 AM | 252 ms] : ( d5_706.9537_False_50 )
[5/25/2022 10:44:05 AM | 268 ms] : ( d6_5433.334_False_50 )
[5/25/2022 10:44:05 AM | 401 ms] : ( d1_46.55737_False_50 )
[5/25/2022 10:44:05 AM | 418 ms] : ( d2_37.5833_False_50 )
[5/25/2022 10:44:05 AM | 432 ms] : ( d3_-87.49528_False_50 )
[5/25/2022 10:44:05 AM | 448 ms] : ( d4_596.7385_False_50 )
[5/25/2022 10:44:05 AM | 457 ms] : ( d5_759.2925_False_50 )
[5/25/2022 10:44:05 AM | 473 ms] : ( d6_5956.722_False_50 )
[5/25/2022 10:44:05 AM | 607 ms] : ( d1_49.436_False_50 )
[5/25/2022 10:44:05 AM | 639 ms] : ( d2_82.80911_False_50 )
[5/25/2022 10:44:05 AM | 653 ms] : ( d3_35.84787_False_50 )
[5/25/2022 10:44:05 AM | 669 ms] : ( d4_1219.621_False_50 )
[5/25/2022 10:44:05 AM | 676 ms] : ( d5_648.011_False_50 )
[5/25/2022 10:44:05 AM | 692 ms] : ( d6_68.15991_False_50 )
[5/25/2022 10:44:05 AM | 823 ms] : ( d1_17.04892_False_50 )
[5/25/2022 10:44:05 AM | 838 ms] : ( d2_88.56638_False_50 )
[5/25/2022 10:44:05 AM | 854 ms] : ( d3_51.5495_False_50 )
[5/25/2022 10:44:05 AM | 870 ms] : ( d4_1298.915_False_50 )
[5/25/2022 10:44:05 AM | 877 ms] : ( d5_222.7751_False_50 )
[5/25/2022 10:44:05 AM | 893 ms] : ( d6_591.5477_False_50 )
[5/25/2022 10:44:06 AM |  26 ms] : ( d1_19.92755_False_50 )
[5/25/2022 10:44:06 AM |  42 ms] : ( d2_94.32365_False_50 )
[5/25/2022 10:44:06 AM |  58 ms] : ( d3_67.25113_False_50 )
[5/25/2022 10:44:06 AM |  74 ms] : ( d4_1378.208_False_50 )
[5/25/2022 10:44:06 AM |  82 ms] : ( d5_275.1139_False_50 )
[5/25/2022 10:44:06 AM |  97 ms] : ( d6_1114.936_False_50 )
[5/25/2022 10:44:06 AM | 231 ms] : ( d1_22.80618_False_50 )
[5/25/2022 10:44:06 AM | 245 ms] : ( d2_100.0809_False_50 )
[5/25/2022 10:44:06 AM | 260 ms] : ( d3_-60.31964_False_50 )
[5/25/2022 10:44:06 AM | 276 ms] : ( d4_1457.501_False_50 )
[5/25/2022 10:44:06 AM | 284 ms] : ( d5_327.4526_False_50 )
[5/25/2022 10:44:06 AM | 300 ms] : ( d6_1638.323_False_50 )
[5/25/2022 10:44:06 AM | 434 ms] : ( d1_25.68481_False_50 )
[5/25/2022 10:44:06 AM | 451 ms] : ( d2_105.8382_False_50 )
[5/25/2022 10:44:06 AM | 465 ms] : ( d3_-44.618_False_50 )
[5/25/2022 10:44:06 AM | 480 ms] : ( d4_21.79436_False_50 )
[5/25/2022 10:44:06 AM | 489 ms] : ( d5_379.7914_False_50 )
[5/25/2022 10:44:06 AM | 504 ms] : ( d6_7385.964_False_50 )
[5/25/2022 10:44:06 AM | 636 ms] : ( d1_2.296839_False_50 )
[5/25/2022 10:44:06 AM | 653 ms] : ( d2_111.5954_False_50 )
[5/25/2022 10:44:06 AM | 667 ms] : ( d3_-28.91637_False_50 )
[5/25/2022 10:44:06 AM | 683 ms] : ( d4_101.0876_False_50 )
[5/25/2022 10:44:06 AM | 691 ms] : ( d5_432.1302_False_50 )
[5/25/2022 10:44:06 AM | 707 ms] : ( d6_7909.352_False_50 )
[5/25/2022 10:44:06 AM | 840 ms] : ( d1_5.175472_False_50 )
[5/25/2022 10:44:06 AM | 856 ms] : ( d2_117.3527_False_50 )
[5/25/2022 10:44:06 AM | 872 ms] : ( d3_-13.21473_False_50 )
[5/25/2022 10:44:06 AM | 888 ms] : ( d4_971.8552_False_50 )
[5/25/2022 10:44:06 AM | 897 ms] : ( d5_484.469_False_50 )
[5/25/2022 10:44:06 AM | 912 ms] : ( d6_8432.74_False_50 )
[5/25/2022 10:44:07 AM |  45 ms] : ( d1_8.054104_False_50 )
[5/25/2022 10:44:07 AM |  77 ms] : ( d2_52.57853_False_50 )
[5/25/2022 10:44:07 AM | 108 ms] : ( d3_61.04232_False_50 )
[5/25/2022 10:44:07 AM | 141 ms] : ( d4_375.443_False_50 )
[5/25/2022 10:44:07 AM | 164 ms] : ( d5_449.6025_False_50 )
[5/25/2022 10:44:07 AM | 179 ms] : ( d6_2859.823_False_50 )
[5/25/2022 10:44:07 AM | 311 ms] : ( d1_32.40306_False_50 )
[5/25/2022 10:44:07 AM | 342 ms] : ( d2_48.74323_False_50 )
[5/25/2022 10:44:07 AM | 373 ms] : ( d3_50.5824_False_50 )
[5/25/2022 10:44:07 AM | 406 ms] : ( d4_1046.146_False_50 )
[5/25/2022 10:44:07 AM | 430 ms] : ( d5_892.3108_False_50 )
[5/25/2022 10:44:07 AM | 446 ms] : ( d6_2511.158_False_50 )
[5/25/2022 10:44:07 AM | 578 ms] : ( d1_30.4854_False_50 )
[5/25/2022 10:44:07 AM | 610 ms] : ( d2_97.44113_False_50 )
[5/25/2022 10:44:07 AM | 641 ms] : ( d3_40.12247_False_50 )
[5/25/2022 10:44:07 AM | 672 ms] : ( d4_993.3234_False_50 )
[5/25/2022 10:44:07 AM | 697 ms] : ( d5_857.4443_False_50 )
[5/25/2022 10:44:07 AM | 713 ms] : ( d6_2162.494_False_50 )
[5/25/2022 10:44:07 AM | 845 ms] : ( d1_28.56775_False_50 )
[5/25/2022 10:44:07 AM | 876 ms] : ( d2_93.60583_False_50 )
[5/25/2022 10:44:07 AM | 908 ms] : ( d3_172.9349_False_50 )
[5/25/2022 10:44:07 AM | 940 ms] : ( d4_149.0264_False_50 )
[5/25/2022 10:44:07 AM | 965 ms] : ( d5_822.5779_False_50 )
[5/25/2022 10:44:07 AM | 980 ms] : ( d6_6589.577_False_50 )
[5/25/2022 10:44:08 AM | 114 ms] : ( d1_52.91671_False_50 )
[5/25/2022 10:44:08 AM | 146 ms] : ( d2_89.77052_False_50 )
[5/25/2022 10:44:08 AM | 178 ms] : ( d3_113.3889_False_50 )
[5/25/2022 10:44:08 AM | 207 ms] : ( d4_96.20371_False_50 )
[5/25/2022 10:44:08 AM | 231 ms] : ( d5_265.2862_False_50 )
[5/25/2022 10:44:08 AM | 247 ms] : ( d6_6240.912_False_50 )
[5/25/2022 10:44:08 AM | 380 ms] : ( d1_50.99905_False_50 )
[5/25/2022 10:44:08 AM | 411 ms] : ( d2_28.46843_False_50 )
[5/25/2022 10:44:08 AM | 427 ms] : ( d3_-4.712504_False_50 )
[5/25/2022 10:44:08 AM | 457 ms] : ( d4_1014.791_False_50 )
[5/25/2022 10:44:08 AM | 482 ms] : ( d5_871.6147_False_50 )
[5/25/2022 10:44:08 AM | 498 ms] : ( d6_5892.248_False_50 )
[5/25/2022 10:44:08 AM | 646 ms] : ( d1_49.0814_False_50 )
[5/25/2022 10:44:08 AM | 662 ms] : ( d2_24.63312_False_50 )
[5/25/2022 10:44:08 AM | 693 ms] : ( d3_-15.17243_False_50 )
[5/25/2022 10:44:08 AM | 709 ms] : ( d4_961.9689_False_50 )
[5/25/2022 10:44:08 AM | 717 ms] : ( d5_477.9433_False_50 )
[5/25/2022 10:44:08 AM | 748 ms] : ( d6_8367.483_False_50 )
[5/25/2022 10:44:08 AM | 894 ms] : ( d1_27.42947_False_50 )
[5/25/2022 10:44:08 AM | 924 ms] : ( d2_91.32926_False_50 )
[5/25/2022 10:44:08 AM | 957 ms] : ( d3_166.7261_False_50 )
[5/25/2022 10:44:08 AM | 990 ms] : ( d4_117.6719_False_50 )
[5/25/2022 10:44:09 AM |  14 ms] : ( d5_801.8819_False_50 )
[5/25/2022 10:44:09 AM |  29 ms] : ( d6_6382.616_False_50 )
[5/25/2022 10:44:09 AM | 162 ms] : ( d1_51.77842_False_50 )
[5/25/2022 10:44:09 AM | 192 ms] : ( d2_30.02717_False_50 )
[5/25/2022 10:44:09 AM | 222 ms] : ( d3_156.2662_False_50 )
[5/25/2022 10:44:09 AM | 252 ms] : ( d4_64.84921_False_50 )
[5/25/2022 10:44:09 AM | 277 ms] : ( d5_244.5902_False_50 )
[5/25/2022 10:44:09 AM | 292 ms] : ( d6_6033.952_False_50 )
[5/25/2022 10:44:09 AM | 423 ms] : ( d1_49.86077_False_50 )
[5/25/2022 10:44:09 AM | 454 ms] : ( d2_26.19186_False_50 )
[5/25/2022 10:44:09 AM | 485 ms] : ( d3_-10.92132_False_50 )
[5/25/2022 10:44:09 AM | 516 ms] : ( d4_12.02658_False_50 )
[5/25/2022 10:44:09 AM | 540 ms] : ( d5_209.7237_False_50 )
[5/25/2022 10:44:09 AM | 556 ms] : ( d6_461.0345_False_50 )
[5/25/2022 10:44:09 AM | 689 ms] : ( d1_19.20972_False_50 )
[5/25/2022 10:44:09 AM | 719 ms] : ( d2_22.35656_False_50 )
[5/25/2022 10:44:09 AM | 751 ms] : ( d3_-21.38124_False_50 )
[5/25/2022 10:44:09 AM | 782 ms] : ( d4_682.7296_False_50 )
[5/25/2022 10:44:09 AM | 807 ms] : ( d5_652.4319_False_50 )
[5/25/2022 10:44:09 AM | 822 ms] : ( d6_112.3702_False_50 )
